id,name,works_count
T10418,Pelvic floor disorders treatments,125108
T10200,Rheumatoid Arthritis Research and Therapies,124815
T10105,Osteoarthritis Treatment and Mechanisms,124494
T10308,Systemic Lupus Erythematosus Research,121698
T10499,Folate and B Vitamins Research,98017
T10975,Bone Tumor Diagnosis and Treatments,76725
T12438,Urticaria and Related Conditions,65046
T11092,Spondyloarthritis Studies and Treatments,51982
T11991,Soft tissue tumor case studies,46185
T12110,Bone and Dental Protein Studies,38341
T12600,Eosinophilic Disorders and Syndromes,38134
T12866,Urologic and reproductive health conditions,33941
T12604,Glycogen Storage Diseases and Myoclonus,33793
T11576,IgG4-Related and Inflammatory Diseases,31635
T12800,Musculoskeletal synovial abnormalities and treatments,30349
T13313,Dupuytren's Contracture and Treatments,23301
T13328,Osteomyelitis and Bone Disorders Research,19694
T13452,GDF15 and Related Biomarkers,15668
T14015,Otitis Media and Relapsing Polychondritis,13472
T12747,Moyamoya disease diagnosis and treatment,13409
T13543,Oropharyngeal Anatomy and Pathologies,12658
T12960,Heterotopic Ossification and Related Conditions,12514
T14057,Hypertrophic osteoarthropathy and related conditions,12090
T13962,Omental and Epiploic Conditions,9077
