id,name,works_count
T11815,Urological Disorders and Treatments,102680
T10279,Urinary Bladder and Prostate Research,100711
T11570,Periodontal Regeneration and Treatments,55468
T11167,Hair Growth and Disorders,51059
T13100,Comparative Animal Anatomy Studies,42802
