id,name,works_count
T11810,Complex Systems and Decision Making,126388
T10395,Construction Project Management and Performance,116111
T12010,Evaluation and Performance Assessment,109040
T10050,Multi-Criteria Decision Making,95034
T11195,Simulation Techniques and Applications,89607
T11326,Stock Market Forecasting Methods,81756
T10467,Psychometric Methodologies and Testing,77380
T14509,demographic modeling and climate adaptation,68044
T11719,Data Quality and Management,65893
T11182,Auction Theory and Applications,58751
T10357,Efficiency Analysis Using DEA,56463
T11918,Forecasting Techniques and Applications,46721
T11031,Game Theory and Applications,46643
T11671,Fuzzy and Soft Set Theory,41663
T11798,Optimal Experimental Design Methods,35869
T11413,Risk and Portfolio Optimization,34051
T13886,Operations Management Techniques,32899
T11720,Probability and Risk Models,32411
T12659,Innovation Diffusion and Forecasting,30395
T14260,Impact of AI and Big Data on Business and Society,28150
T12401,Scheduling and Timetabling Solutions,24366
T12101,Advanced Bandit Algorithms Research,21163
T13480,Innovations and Analysis in Business and Education,20151
T12368,Grey System Theory Applications,19596
T12177,Resource-Constrained Project Scheduling,15075
T12926,Business Strategies and Management Research,13467
T13609,"Economic, Social, and Public Health Issues in Russia and Globally",12404
T14465,"Leadership, Behavior, and Decision-Making Studies",12314
T14222,Knowledge Management and Technology,10578
T14328,Diverse scientific research topics,9736
T14369,Diverse Interdisciplinary Research Innovations,9269
T13587,Q Methodology Applications,6511
T14221,activated carbon and charcoal,4257
T13612,Advanced Scientific and Engineering Studies,2975
