id,name,works_count
T10941,Musicology and Musical Analysis,554527
T13996,Diverse Musicological Studies,198207
T11113,Music History and Culture,138879
T11425,Diverse Music Education Insights,124161
T13330,"Theater, Performance, and Music History",66873
