id,name,works_count
T10004,Soil Carbon and Nitrogen Dynamics,139526
T12754,Plant Growth and Agriculture Techniques,94781
T10889,Soil erosion and sediment transport,85257
T13102,Soil and Environmental Studies,67033
T12792,Soil Management and Crop Yield,65684
T11789,Land Rights and Reforms,64907
T11886,Agricultural risk and resilience,64269
T11404,Irrigation Practices and Water Management,63284
T12294,Agricultural Science and Fertilization,44140
T11275,Composting and Vermicomposting Techniques,37275
T13740,Soil Science and Environmental Management,18089
T14054,Humic Substances and Bio-Organic Studies,11281
