id,name,works_count
T10290,Pregnancy and preeclampsia studies,317412
T10453,Maternal and Perinatal Health Interventions,98458
T10673,Gestational Diabetes Research and Management,88543
T10668,Endometrial and Cervical Cancer Treatments,84923
T10989,Uterine Myomas and Treatments,70166
T11589,Gynecological conditions and treatments,61463
T11987,COVID-19 Impact on Reproduction,53905
T12634,Ureteral procedures and complications,41392
