id,name,works_count
T14256,Agricultural and Food Sciences,126316
T13591,Pasture and Agricultural Systems,109754
T12630,African Botany and Ecology Studies,90228
T13668,Agricultural and Rural Development Research,37562
T13009,Agroforestry and silvopastoral systems,37205
T14367,Logistics and Infrastructure Analysis,25505
T14050,Forest Ecology and Conservation,17655
