id,name,works_count
T12831,School Health and Nursing Education,104291
T11692,Noise Effects and Management,89325
T13036,Veterinary Practice and Education Studies,71578
T14507,"History, Culture, and Society",69226
T11358,Dysphagia Assessment and Management,58802
T13071,Digital Storytelling and Education,50944
T13206,Neonatal skin health care,47623
T12823,Adolescent and Pediatric Healthcare,44020
T14040,Problem Solving Skills Development,28559
T13813,Oral and Craniofacial Lesions,24241
