id,name,works_count
T13641,Historical Studies and Socio-cultural Analysis,349672
T12648,Academic Writing and Publishing,183788
T12471,History of Science and Natural History,147414
T14475,History of Science and Medicine,117016
T11137,Historical Philosophy and Science,113386
T10778,Philosophy and History of Science,103977
T13558,"Philosophy, Science, and History",82562
T12445,Twentieth Century Scientific Developments,75807
T13516,Publishing and Scholarly Communication,73629
T13359,Sports Science and Education,70232
T14442,Historical Studies in Science,63014
T12182,Evolution and Science Education,50532
T14151,Literary Analysis and Cultural Studies,42631
T13308,Cybernetics and Technology in Society,42440
T14517,Diverse Historical and Scientific Studies,32744
T13757,Graphic Design and Typography,14944
T14131,Giambattista Vico and Joyce,12755
T14116,Aviation History and Innovations,5917
T14266,"Interdisciplinary Studies: Technology, Society, and Humanities",2767
