id,name,works_count
T11475,French Urban and Social Studies,709104
T10893,Chinese history and philosophy,393878
T11776,Irish and British Studies,317324
T12765,"Race, History, and American Society",292294
T10259,Sociology and Education Studies,270690
T13622,Historical and Environmental Studies,264509
T12219,Canadian Identity and History,241378
T10153,"Education, sociology, and vocational training",227280
T12337,Italian Fascism and Post-war Society,213026
T11203,Jewish and Middle Eastern Studies,185300
T12525,Australian History and Society,180499
T10055,Diverse Aspects of Tourism Research,172212
T13456,"Religion, Society, and Development",167900
T13802,Vietnamese History and Culture Studies,166795
T13376,Criminal Law and Policy,164602
T11197,Digital Games and Media,163986
T13823,Religious and Theological Studies,162832
T10609,Digital Marketing and Social Media,158663
T14005,Eastern European Communism and Reforms,156647
T11743,Political Economy and Marxism,155407
T13212,German Social Sciences and History,154803
T14210,Historical and Linguistic Studies,153371
T12573,Education and Digital Technologies,147724
T14281,Islamic Finance and Communication,144557
T11507,Religion and Society Interactions,143085
T14490,Human Rights and Immigration,142507
T10349,Migration and Labor Dynamics,135501
T13360,Economic and Social Issues,134979
T10318,Criminal Justice and Corrections Analysis,130715
T13537,"German legal, social, and political studies",128169
T11645,"Urban, Neighborhood, and Segregation Studies",120298
T13888,Social Policies and Family,118726
T10747,Disaster Management and Resilience,117986
T11859,Educator Training and Historical Pedagogy,116141
T12693,"Migration, Ethnicity, and Economy",115862
T11474,Sport and Mega-Event Impacts,115712
T11256,Asian Studies and History,115685
T10355,Impact of Technology on Adolescents,115397
T12686,Central European national history,112824
T10994,"Terrorism, Counterterrorism, and Political Violence",104343
T14238,Historical Gender and Feminism Studies,100179
T14235,"Linguistic, Cultural, and Literary Studies",99864
T12375,Cuban History and Society,99604
T13003,Regional Development and Environment,98606
T11147,Misinformation and Its Impacts,95165
T13521,Psychosocial Factors Impacting Youth,95082
T12231,Contemporary Sociological Theory and Practice,94525
T12503,Social Acceptance of Renewable Energy,93933
T12720,Multimedia Communication and Technology,93828
T13337,Korean Peninsula Historical and Political Studies,92260
T12432,Arctic and Russian Policy Studies,91180
T14342,"Military, Security, and Education Studies",90789
T11350,Sex work and related issues,89569
T14337,"Religious, Philosophical, and Educational Studies",88718
T13135,"Communism, Protests, Social Movements",88438
T11712,Intergenerational Family Dynamics and Caregiving,84994
T10446,"Income, Poverty, and Inequality",83783
T13035,Human Rights and Development,83225
T10574,Crime Patterns and Interventions,82891
T13634,Middle East and Rwanda Conflicts,81370
T13136,Community-based Tourism Development and Sustainability,80618
T13051,Qualitative Comparative Analysis Research,79161
T12501,Digital Economy and Work Transformation,78266
T13614,Social and Economic Solidarity,78216
T11838,"Crime, Illicit Activities, and Governance",78101
T13747,Sociopolitical Dynamics in Russia,77908
T13491,Social and Political Issues,74842
T10722,Work-Family Balance Challenges,73469
T14176,Interdisciplinary Cultural and Social Studies,72840
T11488,Climate Change Communication and Perception,70714
T14348,Marriage and Family Dynamics,70636
T11045,"Privacy, Security, and Data Protection",70464
T13560,Socioeconomic Development in MENA,68575
T10314,Social and Intergroup Psychology,68404
T14167,Consumer behavior in food and health,68186
T12714,Youth Education and Societal Dynamics,67997
T14389,"Innovation, Technology, and Society",67562
T13534,"Migration, Identity, and Health",66872
T13073,China's Ethnic Minorities and Relations,66275
T14080,"Philosophy, Sociology, Political Theory",65864
T14110,Islamic Studies and Radicalism,65845
T11042,Corruption and Economic Development,65796
T13914,European Cultural and National Identity,64713
T12987,Religion and Society in Latin America,64637
T10216,"Migration, Refugees, and Integration",63376
T11252,Evolutionary Game Theory and Cooperation,63364
T13554,Brazilian cultural history and politics,63238
T13692,Italian Social Issues and Migration,62832
T13915,Public Health in Brazil,62545
T13103,Middle East Politics and Society,62109
T12397,Critical Theory and Philosophy,61920
T13613,"Health, Education, and Cultural Studies",61815
T11981,Qualitative Research Methods and Ethics,61189
T13296,Physical Education and Sports Studies,60393
T13787,"Globalization, Historical Perspectives, and International Relations",59640
T13162,African Studies and Ethnography,59056
T13574,Family Support in Illness,57513
T11120,Nonprofit Sector and Volunteering,56971
T11695,South African History and Culture,56799
T14288,"Law, Rights, and Freedoms",56220
T11755,Transboundary Water Resource Management,55243
T12785,Hong Kong and Taiwan Politics,52719
T10070,Political Conflict and Governance,52239
T13589,Literary and Cultural Studies,50450
T13059,"Religion, Ecology, and Ethics",49538
T13605,"Homicide, Infanticide, and Child Abuse",49011
T11539,Survey Methodology and Nonresponse,48775
T13900,Contemporary and Historical Greek Studies,47526
T13228,Socioeconomic Development in Asia,47250
T12443,Delphi Technique in Research,46744
T12969,Economic and Social Development,46719
T14300,Legal and Social Philosophy,46413
T13078,Political and Social Dynamics in Chile and Latin America,46253
T12953,Critical Realism in Sociology,45813
T12656,"Climate Change, Adaptation, Migration",45769
T12936,"Conflict, Peace, and Violence in Colombia",45619
T11573,Risk Perception and Management,45593
T12109,"Race, Identity, and Education in Brazil",45258
T11647,Workplace Violence and Bullying,45243
T13076,"Torture, Ethics, and Law",43797
T14473,Social and Economic Development in India,43528
T13098,Conferences and Exhibitions Management,43145
T12635,African studies and sociopolitical issues,42898
T11696,Conflict Management and Negotiation,41691
T10927,Access Control and Trust,41089
T12903,Globalization and Cultural Identity,40084
T11239,Social Capital and Networks,40068
T13632,Marriage and Sexual Relationships,40030
T11024,Information Systems Theories and Implementation,39277
T12609,Latin American socio-political dynamics,39029
T12263,Peacebuilding and International Security,38164
T12651,Halal products and consumer behavior,36073
T13032,COVID-19 Prevention and Impact,36043
T12988,Sociology and Education in Brazil,35574
T12970,"Names, Identity, and Discrimination Research",35214
T11895,Social and Cultural Dynamics,34752
T13824,National Identity and Symbolism,34749
T14142,Multicultural Socio-Legal Studies,34725
T14062,Migration and Exile Studies,34345
T14201,Data Analysis and Archiving,34337
T11944,Participatory Visual Research Methods,33542
T13306,Geography and Education Methods,33537
T12194,Cultural Competency in Health Care,33088
T12700,Doping in Sports,32268
T10652,Racial and Ethnic Identity Research,32260
T13947,Media Discourse and Social  Analysis,31820
T13525,Cambodian History and Society,31562
T11506,Children's Rights and Participation,31502
T13109,Theological Perspectives and Practices,31374
T12259,Environmental Justice and Health Disparities,30730
T13055,Global Security and Public Health,30533
T11384,Critical Race Theory in Education,30085
T13659,Ombudsman and Human Rights,29661
T14053,Dengue and Mosquito Control Research,27826
