id,name,works_count
T10359,Dental Implant Techniques and Outcomes,124053
T10536,Endodontics and Root Canal Treatments,93905
T11787,Oral and Maxillofacial Pathology,71848
T11363,Dental Radiography and Imaging,69875
T12145,Dental Anxiety and Anesthesia Techniques,45205
