id,name,works_count
T14249,Water Quality Monitoring and Analysis,196509
T12017,Recycling and Waste Management Techniques,103968
T11108,Municipal Solid Waste Management,73008
T12524,Chemical Synthesis and Characterization,60685
T12186,Phosphorus and nutrient management,53846
T11781,Wastewater Treatment and Reuse,44307
T11624,Constructed Wetlands for Wastewater Treatment,41472
T14179,Waste Management and Recycling,36773
T11952,Landfill Environmental Impact Studies,34833
