id,name,works_count
T12267,Diet and metabolism studies,219859
T10051,Asthma and respiratory diseases,181349
T10397,Nutrition and Health in Aging,129374
T11457,Adipose Tissue and Metabolism,128206
T10060,Smoking Behavior and Cessation,122099
T10086,Alzheimer's disease research and treatments,119217
T10155,Nitric Oxide and Endothelin Effects,117450
T10234,Obstructive Sleep Apnea Research,114483
T10196,Pain Mechanisms and Treatments,105919
T10352,Physical Activity and Health,89034
T12286,Erythrocyte Function and Pathophysiology,88743
T10863,Voice and Speech Disorders,84624
T13417,Biomedical Ethics and Regulation,83584
T12005,Spaceflight effects on biology,77454
T11934,Syphilis Diagnosis and Treatment,69677
T13551,Biochemical effects in animals,67185
T10945,Lysosomal Storage Disorders Research,63284
T11521,Salivary Gland Disorders and Functions,62850
T11314,Clinical Laboratory Practices and Quality Control,62069
T11109,Thermoregulation and physiological responses,56328
T12279,Body Composition Measurement Techniques,55741
T10937,"Telomeres, Telomerase, and Senescence",50594
T11238,Simulation-Based Education in Healthcare,47168
T11571,Sarcoidosis and Beryllium Toxicity Research,45947
T13044,Biofield Effects and Biophysics,37655
T12745,Dietary Effects on Health,33439
T12625,Sympathectomy and Hyperhidrosis Treatments,30256
T12049,Tuberous Sclerosis Complex Research,28757
T11909,Histiocytic Disorders and Treatments,28229
T14344,Pathogenesis and Treatment of Hiccups,24834
