id,name,works_count
T11198,Japanese History and Culture,298647
T14379,Diverse Cultural and Historical Studies,191059
T12323,Asian American and Pacific Histories,158035
T12242,Latin American and Latino Studies,127486
T13303,Asian Culture and Media Studies,126186
T12670,"Urbanism, Landscape, and Tourism Studies",120715
T14159,Discourse Analysis and Cultural Communication,105496
T13222,"Caribbean history, culture, and politics",89050
T13134,Latin American Literature Studies,87875
T13327,"Arts, Culture, and Music Studies",86920
T12437,"Balkans: History, Politics, Society",84191
T13595,Archaeology and Cultural Heritage,75743
T13421,"Contemporary art, education, critique",75289
T10738,Posthumanist Ethics and Activism,73106
T14105,Cultural and Artistic Studies,70251
T13229,Gothic Literature and Media Analysis,68997
T14489,Basque language and culture studies,67846
T12864,Psychoanalysis and Social Critique,67154
T14233,Diverse Topics in Contemporary Research,50043
T12090,Language and cultural evolution,49208
T12711,Immigration and Intercultural Education,48477
T14004,History and Cultural Heritage,39226
T14022,Cultural and Religious Practices in Indonesia,34406
T12036,Argentine historical studies,33706
T13448,Indigenous Cultures and Socio-Education,28212
T14125,"Education, Sociology, Communication Studies",27865
T13461,Vladimir Nabokov Literary Studies,20652
T12861,"Migration, Education, Indigenous Social Dynamics",18964
T13266,Indigenous Studies in Latin America,18645
T12901,Tattoo and Body Piercing Complications,18531
T13786,Diverse Academic Research Studies,15619
T13753,Diverse multidisciplinary academic research,13441
T13868,Afro-Latin American Studies,13127
T14251,Multicultural Education and Local Wisdom,10208
T13907,Social Issues and Sustainability,9884
T14190,Military history and social perspectives,6385
T14273,"Cultural, Psychoanalytic, and Sociopolitical Reflections",2257
T14298,Cultural and Social Studies,1885
