id,name,works_count
T13033,Social Sciences and Governance,305271
T11410,Cultural Industries and Urban Development,183727
T12502,Urbanization and City Planning,147474
T11858,Urban Development and Societal Issues,126728
T12273,Latin American Urban Studies,115979
T12147,Urban and Rural Development Challenges,85291
T13513,Urban and sociocultural dynamics,51243
T10239,Urban Planning and Governance,44978
T12995,Urban Development and Cultural Heritage,43316
T13699,Public Spaces through Art,42954
T13343,Turkish Urban and Social Issues,33771
T14152,Healthcare Facilities Design and Sustainability,20325
T14016,International Relations and Autism,18736
T14520,Sustainable Urban and Rural Development,18189
T12483,Global Urban Networks and Dynamics,17720
T13731,Advanced Computing and Algorithms,15466
T13850,Night-time city culture,13627
T13819,Collaborative and Sustainable Housing Initiatives,12386
T13694,Immigration Law and Human Rights,1425
