id,name,works_count
T10351,Liver Disease Diagnosis and Treatment,254849
T11290,Preterm Birth and Chorioamnionitis,195010
T10340,Hepatitis B Virus Studies,156271
T10146,Cervical Cancer and HPV Research,153418
T10167,Influenza Virus Research Studies,141038
T10300,Congenital Heart Disease Studies,138555
T10227,Acute Ischemic Stroke Management,134377
T11316,Mycobacterium research and diagnosis,128856
T10658,Bone fractures and treatments,119615
T10625,Herpesvirus Infections and Treatments,118723
T10043,Substance Abuse Treatment and Outcomes,117882
T12935,Healthcare Systems and Public Health,107539
T10218,Sepsis Diagnosis and Treatment,105304
T10890,Trypanosoma species research and implications,100781
T11243,Respiratory viral infections research,94846
T10754,Neuroendocrine Tumor Research Advances,92856
T11253,Nail Diseases and Treatments,92821
T10654,Pneumonia and Respiratory Infections,92736
T10979,Breastfeeding Practices and Influences,92577
T10981,Cytomegalovirus and herpesvirus research,89382
T10416,Traumatic Brain Injury Research,89191
T11135,Virology and Viral Diseases,87897
T10381,Ophthalmology and Visual Impairment Studies,83850
T11232,Urinary Tract Infections Management,80918
T11037,Fungal Infections and Studies,78167
T10528,"Adipokines, Inflammation, and Metabolic Diseases",76465
T10587,Autophagy in Disease and Therapy,64749
T11551,Infective Endocarditis Diagnosis and Management,59613
T11251,Meningioma and schwannoma management,55263
T11306,Nonmelanoma Skin Cancer Studies,53925
T11422,Burn Injury Management and Outcomes,53724
T12246,Chronic Disease Management Strategies,51415
T11819,Data-Driven Disease Surveillance,48350
T12411,Shoulder and Clavicle Injuries,47158
T12369,Pneumocystis jirovecii pneumonia detection and treatment,46305
T11724,Inflammatory Myopathies and Dermatomyositis,45837
T11860,"HIV, Drug Use, Sexual Risk",45742
T12328,Autoimmune and Inflammatory Disorders,41410
T14078,Multiple and Secondary Primary Cancers,37845
T13569,Microscopic Colitis,31059
T12951,Burkholderia infections and melioidosis,16363
T12569,Restless Legs Syndrome Research,15960
