id,name,works_count
T13500,Probability and Statistical Research,131983
T11871,Advanced Statistical Methods and Models,97180
T10136,Statistical Methods and Inference,87239
T11235,Statistical Methods in Clinical Trials,73589
T11875,Statistics Education and Methodologies,72591
T13546,Census and Population Estimation,71772
T10968,Statistical Distribution Estimation and Applications,62081
T11345,Cognitive and developmental aspects of mathematical skills,59517
T10243,Statistical Methods and Bayesian Inference,59133
T10845,Advanced Causal Inference Techniques,51424
T13141,Statistical Methods and Applications,35691
T11716,Random Matrices and Applications,34296
T12056,Markov Chains and Monte Carlo Methods,33187
T12062,Approximation Theory and Sequence Spaces,32826
T13720,Benford’s Law and Fraud Detection,25102
T12135,Fuzzy Systems and Optimization,21881
T13030,Survey Sampling and Estimation Techniques,16204
T14374,Statistical Methods in Epidemiology,10713
T13680,"Education, Psychology, and Complexity Research",4965
T13797,Probabilistic Statistics in Medicine,2326
