id,name,works_count
T10165,Classical Antiquity Studies,566994
T14162,Historical and Literary Studies,270080
T12532,Historical and Cultural Archaeology Studies,217112
T13939,Archaeology and Natural History,180578
T14395,African history and culture studies,173146
T13215,Global Maritime and Colonial Histories,160941
T12890,Eurasian Exchange Networks,144455
T10421,Pleistocene-Era Hominins and Archaeology,132159
T12144,"Colonialism, slavery, and trade",107346
T14332,European Linguistics and Anthropology,90358
T12872,Philippine History and Culture,87214
T14208,"Death, Funerary Practices, and Mourning",73092
T13705,Australian Indigenous Culture and History,59688
T13019,African Studies and Geopolitics,58880
T10149,Anthropological Studies and Insights,53387
T12512,History of Colonial Brazil,51356
T14041,Central European Literary Studies,50805
T12498,Latin American Cultural Politics,36489
T14289,"Anthropology: Ethics, History, Culture",36377
T13669,China's Global Influence and Migration,33441
T13864,Indigenous Cultures and History,30232
T14031,Global and Cross-Cultural Management,20035
T14123,Decolonial Thought and Epistemologies,12605
T13665,Legal and cultural studies analysis,6157
T13741,Cross-Cultural and Social Analysis,3276
