id,name,works_count
T10867,Intensive Care Unit Cognitive Disorders,70980
T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",53409
T11861,Thermal Regulation in Medicine,46628
T11681,Nosocomial Infections in ICU,43900
T11738,Ultrasound in Clinical Applications,43126
