id,name,works_count
T10825,Plant Pathogens and Fungal Diseases,252879
T10492,Microtubule and mitosis dynamics,111547
T11144,melanin and skin pigmentation,94129
T10617,Cellular transport and secretion,82402
T11399,Muscle metabolism and nutrition,81952
T10379,Cellular Mechanics and Interactions,73370
T12094,Hemoglobin structure and function,64573
T11131,Proteoglycans and glycosaminoglycans research,64059
T11650,Skin and Cellular Biology Research,60793
T13127,Biotin and Related Studies,55451
T11150,Endoplasmic Reticulum Stress and Disease,47260
T12712,Myofascial pain diagnosis and treatment,39348
T11685,Zebrafish Biomedical Research Applications,34446
T12065,Hippo pathway signaling and YAP/TAZ,29941
T12533,Aldose Reductase and Taurine,22978
T12793,Caveolin-1 and cellular processes,22830
T13637,Calpain Protease Function and Regulation,13376
