id,name,works_count
T13624,Social Sciences and Policies,332755
T12913,Multidisciplinary Research Papers Compilation,58896
T14198,Philosophical Thought and Analysis,53555
T13910,Computational and Text Analysis Methods,44693
T14371,Hume's philosophy and hair distribution,31374
T12877,Social Issues in Poland,27632
T13765,Social Science and Policy Research,25309
T13671,Philosophy and Phenomenology Studies,20663
T14375,"Cultural, Linguistic, Economic Studies",19613
T14228,Religion and Sociopolitical Dynamics in Nigeria,18562
T13586,"HIV, TB, and STIs Epidemiology",8269
T14107,Appalachian Studies and Mathematics,7192
T13066,Information Society and Technology Trends,6881
T13041,Contemporary Social and Economic Issues,5107
T14340,Islamic Social Reporting,3495
T14087,"Economic, Educational, Environmental and Organizational Development",2472
