id,name,works_count
T12504,Mathematics and Applications,156548
T10061,Algebraic Geometry and Number Theory,113020
T10287,Algebraic structures and combinatorial models,100505
T12417,Morphological variations and asymmetry,96943
T10304,Geometric and Algebraic Topology,86052
T11151,Advanced Topology and Set Theory,60975
T12396,Advanced Differential Equations and Dynamical Systems,53515
T11476,Graph theory and applications,46027
T11822,Analytic and geometric function theory,39470
T12351,Geometry and complex manifolds,39160
T11777,Fixed Point Theorems Analysis,36788
