id,name,works_count
T13099,"Health, Medicine and Society",267354
T13022,Health and Medical Studies,217559
T14186,Healthcare Systems and Practices,194541
T13883,Child and Adolescent Health,177563
T11590,Primary Care and Health Outcomes,166958
T13695,"Aging, Elder Care, and Social Issues",147295
T11537,Ethics in medical practice,143275
T10312,"Health, Nursing, Elderly Care",135211
T13861,Health and Lifestyle Studies,134251
T11959,Employment and Welfare Studies,129529
T13457,"Dental Education, Practice, Research",128332
T11464,Homelessness and Social Issues,114445
T11744,Health Sciences Research and Education,112671
T11610,Food Security and Health in Diverse Populations,108263
T12413,Health and Medical Education,107757
T14118,Social and Demographic Issues in Germany,107597
T12781,Global Health Care Issues,102667
T11376,Geriatric Care and Nursing Homes,98558
T12741,Maternal and Neonatal Healthcare,95675
T12614,Indigenous Studies and Ecology,95495
T10327,Adolescent Sexual and Reproductive Health,91943
T14090,Health and Conflict Studies,91026
T12480,Health and Wellbeing Research,85333
T12041,Public Health Policies and Education,83818
T11446,Mobile Health and mHealth Applications,78804
T12847,Healthcare Systems and Challenges,77069
T14358,Healthcare Quality and Satisfaction,69298
T11497,Interprofessional Education and Collaboration,67772
T10795,Healthcare professionals’ stress and burnout,66381
T11084,Workplace Health and Well-being,66166
T11816,Nursing Roles and Practices,61815
T11639,Mental Health and Patient Involvement,53990
T12151,Interpreting and Communication in Healthcare,53786
T12681,Global Healthcare and Medical Tourism,53306
T10629,Health Policy Implementation Science,52612
T14463,Diverse Scientific Research Studies,51435
T10737,Health Literacy and Information Accessibility,49842
T12947,"Health, psychology, and well-being",48227
T10827,Patient-Provider Communication in Healthcare,47700
T11722,Patient Satisfaction in Healthcare,47663
T12196,Community Health and Development,46219
T13555,"Healthcare cost, quality, practices",43196
T13896,Health Services Management and Policy,42704
T13822,Indigenous Health and Education,35562
T12595,Romani and Gypsy Studies,33436
T13423,Social Policies and Healthcare Reform,32557
T13242,Male Reproductive Health Studies,26121
T11832,Doctoral Education Challenges and Solutions,26005
T13805,Adolescent Health and Behaviors,21464
T14130,"Healthcare, Law, Governance, and Management Studies",3900
