id,name,works_count
T13396,Agriculture and Rural Development Research,329207
T12568,Plant Taxonomy and Phylogenetics,297149
T10385,Plant Diversity and Evolution,292312
T10487,Plant and animal studies,287417
T11494,Coleoptera Taxonomy and Distribution,276666
T11228,Bat Biology and Ecology Studies,186581
T11836,Bryophyte Studies and Records,167514
T13168,Plant Ecology and Taxonomy Studies,154467
T12359,Fern and Epiphyte Biology,151463
T14399,Invertebrate Taxonomy and Ecology,127479
T12001,Fossil Insects in Amber,115709
T13506,Botanical Research and Chemistry,104125
T11528,Lichen and fungal ecology,101854
T12606,Diptera species taxonomy and behavior,98615
T12329,Hemiptera Insect Studies,93296
T12596,Cephalopods and Marine Biology,92488
T14378,Entomological Studies and Ecology,88216
T12132,Hymenoptera taxonomy and phylogeny,87970
T13269,Orthoptera Research and Taxonomy,87318
T10174,Animal Behavior and Reproduction,83540
T12361,Study of Mite Species,73063
T14137,"Agriculture, Soil, Plant Science",68133
T13781,Coleoptera: Cerambycidae studies,65101
T13950,Collembola Taxonomy and Ecology Studies,55285
T12934,Plant and fungal interactions,53797
T10439,Climate change impacts on agriculture,52795
T12733,Vector-Borne Animal Diseases,47867
T14160,Water management and technologies,47382
T11900,Fungal Plant Pathogen Control,45396
T14310,Botany and Geology in Latin America and Caribbean,44238
T13899,Agricultural Systems and Practices,36760
T12832,Biocrusts and Microbial Ecology,28087
T13679,Tardigrade Biology and Ecology,16290
