id,name,works_count
T11726,Organizational Management and Innovation,142931
T10154,Customer Service Quality and Loyalty,122758
T10006,Job Satisfaction and Organizational Behavior,112626
T12816,Global Public Health Policies and Epidemiology,99917
T12376,Corporate Management and Leadership,99609
T10344,Management and Organizational Studies,88439
T12843,Human Resource and Talent Management,75881
T12918,Healthcare Systems and Technology,63099
T11843,Family Business Performance and Succession,62302
T13163,Organizational Learning and Leadership,50363
T13603,Corporate Social Responsibility and Sustainability,41618
T13408,Corporate Law and Human Rights,41471
T13226,Appreciative Inquiry and Organizational Change,41027
T14410,Safety and Risk Management,36558
T13449,Organizational Management and Change,31380
T14436,Employee Performance and Leadership,29767
T13626,Educational and Organizational Development,28563
T13235,Management Theory and Practice,28233
T11543,Employee Performance and Motivation,26500
T12415,Employer Branding and e-HRM,26156
T13803,Organizational Strategy and Culture,26094
T11502,Facility Location and Emergency Management,25949
T13812,AI and HR Technologies,21937
T13149,Organizational Change and Leadership,18913
T14264,"Law, Ethics, and AI Impact",18294
T13431,Education Methods and Integration,17683
T14450,Employee Welfare and Language Studies,14921
T13642,Organizational Downsizing and Restructuring,9332
T14026,Flannery O'Connor and Thomas Merton,9151
T13580,Management and Performance Evaluation,8136
