id,name,works_count
T10943,Escherichia coli research studies,83167
T11684,Vibrio bacteria research studies,79787
T12499,"Diphtheria, Corynebacterium, and Tetanus",72193
T12824,Infections and bacterial resistance,66508
T11916,Legionella and Acanthamoeba research,39533
T13220,Plant and Fungal Interactions Research,29200
T13849,Enterobacteriaceae and Cronobacter Research,27811
