id,name,works_count
T12954,Law and Political Science,328478
T12148,Brazilian Legal Issues,246807
T12982,Legal principles and applications,155183
T11876,Legal Studies and Policies,147828
T12755,Legal Education and Practice Innovations,145396
T12736,Criminal Justice and Penology,116995
T14012,Comparative and International Law Studies,113796
T13877,Law in Society and Culture,102844
T14115,Legal processes and jurisprudence,102287
T12374,European and International Contract Law,100516
T12775,Legal Issues in South Africa,94003
T13364,"Digitalization, Law, and Regulation",86743
T14493,Criminal Law and Evidence,81244
T10802,Judicial and Constitutional Studies,77141
T14258,Legal and Policy Issues,63689
T13101,Legal and Social Justice Studies,61837
T14448,EU Law and Policy Analysis,55968
T13842,Intellectual Property Law,53083
T12895,Environmental law and policy,50959
T14432,Freedom of Expression and Defamation,47385
T14497,Social Issues and Policies in Latin America,47218
T13096,Family and Matrimonial Law,42464
T14255,European Law and Migration,41593
T13170,Discrimination and Equality Law,38821
T14017,Legal Issues in Education,35697
T14397,Legal and Policy Analysis in Indonesia,35132
T13357,Property Rights and Legal Doctrine,34715
T13139,Polish Legal and Social Issues,33713
T13583,Jury Decision Making Processes,31415
T14234,Data Privacy and Cybersecurity,29176
T14206,Animal Law and Welfare,22943
T13336,Religious Freedom and Discrimination,22443
T13021,Geology and Environmental Impact Studies,16319
T14013,Legal Language and Interpretation,12196
T14259,Legal Rights and Human Rights,11306
T14196,Multidisciplinary Warburg-centric Studies,9883
T13879,Indigenous Peoples' Rights and Law,9334
T13528,Water Resources and Governance,7776
T14268,Evolving Legal Systems and Governance,7063
T13573,"Government, Law, and Information Management",5919
