id,name,works_count
T13444,Medical Research and Treatments,221524
T12647,Traditional Chinese Medicine Studies,96892
T10902,Complementary and Alternative Medicine Studies,91458
T11209,Cardiovascular and exercise physiology,87716
T11709,Traditional Chinese Medicine Analysis,72541
T11327,Acupuncture Treatment Research Studies,57957
T12298,Phytochemicals and Medicinal Plants,49851
T13919,Medicinal plant effects and applications,33734
T12891,Medicinal Plants and Neuroprotection,32278
T13090,Medicinal Plant Extracts Effects,25727
T12846,Ginkgo biloba and Cashew Applications,24873
T13776,Phytochemical and Pharmacological Studies,24114
T13483,Herbal Medicine Research Studies,22000
T14461,Medicinal Plant Studies,17608
T13792,Morinda citrifolia extract uses,17045
T12750,Nigella sativa pharmacological applications,15958
T13026,Natural Compounds in Disease Treatment,13054
T14478,Papaya Research and Applications,10663
T13281,Andrographolide Research and Applications,10448
T13846,Mangiferin and Mango Extracts,7090
