id,name,works_count
T10054,Parallel Computing and Optimization Techniques,200378
T10904,Embedded Systems Design Techniques,88560
T11032,VLSI and Analog Circuit Testing,57475
T10933,Real-Time Systems Scheduling,50327
T12122,Physical Unclonable Functions (PUFs) and Hardware Security,21902
T12326,Network Packet Processing and Optimization,20756
T14067,Cloud Computing and Remote Desktop Technologies,13476
T14098,Energy Efficiency in Computing,2659
