id,name,works_count
T10743,Software Testing and Debugging Techniques,69664
T13681,Engineering and Information Technology,66350
T11450,Model-Driven Software Engineering Techniques,55280
T12423,Software Reliability and Analysis Research,36255
T13197,Spreadsheets and End-User Computing,18097
