id,name,works_count
T12768,Linguistics and language evolution,297520
T14021,Medieval European Literature and History,265045
T12373,Linguistic research and analysis,255993
T10021,EFL/ESL Teaching and Learning,236999
T10759,Translation Studies and Practices,185137
T12341,Spanish Linguistics and Language Studies,168613
T14081,Linguistic Education and Pedagogy,154474
T12353,Lexicography and Language Studies,153107
T13156,Historical Linguistics and Language Studies,138336
T10034,"Syntax, Semantics, Linguistic Variation",130325
T13122,Linguistics and Cultural Studies,119884
T13912,"Language, Linguistics, Cultural Analysis",106961
T14006,"Linguistics, Language Diversity, and Identity",106924
T10383,"Language, Discourse, Communication Strategies",81109
T12881,linguistics and terminology studies,61051
T13538,Linguistics and Language Analysis,59190
T13260,Linguistics and Language Studies,56850
T13310,Subtitles and Audiovisual Media,36680
T14170,Classical Studies and Philology,23437
T13606,Umberto Eco and Semiotics,3316
