id,name,works_count
T14380,Libraries and Information Services,553660
T13922,Historical Art and Culture Studies,178879
T12514,Fashion and Cultural Textiles,137668
T11462,Museums and Cultural Heritage,103741
T13367,Cultural and Sociopolitical Studies,102804
T13268,Photographic and Visual Arts,64575
T13316,"Crafts, Textile, and Design",61144
T14035,"Literature, Culture, and Aesthetics",27499
T13515,Cultural and Communication Design Research,5058
