id,name,works_count
T10429,EEG and Brain-Computer Interfaces,164039
T10106,Autism Spectrum Disorder Research,152782
T10581,Neural dynamics and brain function,137894
T10427,Visual perception and processing mechanisms,123073
T10241,Functional Brain Connectivity Studies,121162
T10283,Hearing Loss and Rehabilitation,105701
T10985,Sleep and Wakefulness Research,85848
T10042,Neural and Behavioral Psychology Studies,83159
T10465,Neurobiology of Language and Bilingualism,83065
T13106,"Neuroscience, Education and Cognitive Function",78767
T10448,Memory and Neural Mechanisms,74781
T10914,Tactile and Sensory Interactions,69656
T10788,Neuroscience and Music Perception,67626
T12035,Pain Management and Placebo Effect,57010
T10982,Motor Control and Adaptation,52323
T12520,Psychology of Moral and Emotional Judgment,50078
T11094,Face Recognition and Perception,49496
T10918,Memory Processes and Influences,46277
T11953,"Neuroethics, Human Enhancement, Biomedical Innovations",45676
T11883,Embodied and Extended Cognition,41678
T12621,Hemispheric Asymmetry in Neuroscience,37142
T12650,Aesthetic Perception and Analysis,37110
T14394,Cognitive Science and Education Research,33019
T11997,Free Will and Agency,31505
T12608,Spatial Neglect and Hemispheric Dysfunction,24799
T13219,Mind wandering and attention,19485
T13397,Hallucinations in medical conditions,19124
T14411,Undergraduate Neuroscience Education and Research,8291
