id,name,works_count
T13807,Cultural Insights and Digital Impacts,230118
T10715,Distributed and Parallel Computing Systems,196219
T10400,Network Security and Intrusion Detection,143907
T12564,Sensor Technology and Measurement Systems,131916
T10080,Energy Efficient Wireless Sensor Networks,118855
T10317,Advanced Database Systems and Queries,108592
T10273,IoT and Edge/Fog Computing,96734
T12127,Software System Performance and Reliability,95723
T12203,Mobile Agent-Based Network Management,94277
T10772,Distributed systems and fault tolerance,93384
T13745,Media and Digital Communication,87425
T11181,Advanced Data Storage Technologies,85151
T10575,Wireless Communication Networks Research,84475
T11187,Nonlinear Dynamics and Pattern Formation,83600
T10138,Network Traffic and Congestion Control,76001
T10246,Mobile Ad Hoc Networks,75636
T10829,Interconnection Networks and Systems,71842
T10714,Software-Defined Networks and 5G,63102
T12801,Bluetooth and Wireless Communication Technologies,60045
T10796,Cooperative Communication and Network Coding,58310
T10249,Distributed Control Multi-Agent Systems,57787
T13836,Educational Research and Pedagogy,53219
T10742,Peer-to-Peer Network Technologies,49954
T13924,Internet of Things and Social Network Interactions,49009
T11596,Constraint Satisfaction and Optimization,48309
T11478,Caching and Content Delivery,43715
T11158,Wireless Networks and Protocols,38402
T14353,Wireless Sensor Networks for Data Analysis,36286
T10579,Cognitive Radio Networks and Spectrum Sensing,36118
T11896,Opportunistic and Delay-Tolerant Networks,31124
T12288,Optimization and Search Problems,30767
T11321,Error Correcting Code Techniques,29434
T11347,Neural Networks Stability and Synchronization,28549
T12216,Network Time Synchronization Technologies,24883
T11498,Security in Wireless Sensor Networks,23946
T11504,Advanced Authentication Protocols Security,23657
T13983,Cybersecurity and Information Systems,22861
T13748,Advanced Statistical Modeling Techniques,20049
T12879,Distributed Sensor Networks and Detection Algorithms,17253
T14455,Technology and Education Systems,8038
T13553,Age of Information Optimization,7633
T13345,Advanced Technologies and Applied Computing,5530
T13693,Smart Systems and Machine Learning,5012
