id,name,works_count
T10403,Phonetics and Phonology Research,141505
T11148,"Language, Metaphor, and Cognition",137358
T12051,Diversity and Impact of Dance,115469
T10316,Sleep and related disorders,96888
T11079,Creativity in Education and Neuroscience,94773
T10258,Philosophy and Theoretical Science,94315
T13283,Mental Health Research Topics,82564
T11118,Evolutionary Psychology and Human Behavior,69105
T11592,Phenomenology and Existential Philosophy,65465
T11577,Cognitive Abilities and Testing,64383
T10853,"Anxiety, Depression, Psychometrics, Treatment, Cognitive Processes",60161
T10667,Emotion and Mood Recognition,51684
T11373,Sleep and Work-Related Fatigue,46181
T10547,"Education, Achievement, and Giftedness",43565
T13284,Psychology Research and Bibliometrics,40827
T12032,Multisensory perception and integration,40265
T12694,"Categorization, perception, and language",34854
T11516,Visual and Cognitive Learning Processes,31810
T13380,Sound Studies and Aurality,23924
T13536,Psychological and Temporal Perspectives Research,16610
T14308,Psychological and Educational Research Studies,15505
T13471,Cognitive Functions and Memory,13564
T13211,"Memory, Trauma, and Testimony",11886
T12757,Diverse Academia and Research Topics,9512
