id,name,works_count
T10309,Acute Myeloid Leukemia Research,117486
T10649,Multiple Myeloma Research and Treatments,93090
T10452,Iron Metabolism and Disorders,88888
T11660,Blood groups and transfusion,88659
T10746,Platelet Disorders and Treatments,78425
T10345,Hematopoietic Stem Cell Transplantation,76928
T11215,Chronic Myeloid Leukemia Treatments,66928
T10881,Blood Coagulation and Thrombosis Mechanisms,63544
T11280,Hemophilia Treatment and Research,50566
T11616,Autoimmune and Inflammatory Disorders Research,44872
T11534,Erythropoietin and Anemia Treatment,33528
T12548,Hemostasis and retained surgical items,20713
