id,name,works_count
T11416,Numerical methods for differential equations,70538
T12727,Differential Equations and Numerical Methods,59322
T10963,Advanced Optimization Algorithms Research,57689
T12661,Iterative Methods for Nonlinear Equations,30546
T12404,Mathematical Approximation and Integration,24196
