id,name,works_count
T10947,Fluorine in Organic Chemistry,107006
T13561,Chemical Reactions and Isotopes,95744
T10256,Drug Solubulity and Delivery Systems,66285
T10704,Advancements in Transdermal Drug Delivery,56407
T10920,Advanced Drug Delivery Systems,46557
