id,name,works_count
T11803,Superconducting and THz Device Technology,626954
T10251,Solar and Space Plasma Dynamics,473036
T10744,Astrophysical Phenomena and Observations,468744
T12836,History and Developments in Astronomy,346547
T10325,Astro and Planetary Science,320310
T10039,"Stellar, planetary, and galactic studies",281164
T10095,Cosmology and Gravitation Theories,256411
T10026,"Galaxies: Formation, Evolution, Phenomena",235438
T10787,Lightning and Electromagnetic Phenomena,215934
T10159,Ionosphere and magnetosphere dynamics,212239
T10406,Planetary Science and Exploration,186045
T10477,Astrophysics and Star Formation Studies,161085
T13175,Historical Astronomy and Related Studies,147078
T10463,Pulsars and Gravitational Waves Research,144449
T11323,Gamma-ray bursts and supernovae,123569
T12788,Space Science and Extraterrestrial Life,107330
T12717,Space exploration and regulation,100730
T11960,Relativity and Gravitational Theory,96068
T11445,Origins and Evolution of Life,71564
T12450,Radio Astronomy Observations and Technology,66465
T13080,Advanced Differential Geometry Research,26783
