id,name,works_count
T10077,Neuroscience and Neuropharmacology Research,226091
T10423,Neurobiology and Insect Physiology Research,127594
T10814,Neuropeptides and Animal Physiology,116858
T10056,Neurotransmitter Receptor Influence on Behavior,102210
T10949,Genetic Neurodegenerative Diseases,85538
T12236,Photoreceptor and optogenetics research,73165
T11601,Neuroscience and Neural Engineering,72760
T11406,Cerebrospinal fluid and hydrocephalus,70652
T10483,Nerve injury and regeneration,65563
T12061,Axon Guidance and Neuronal Signaling,31028
T12331,Hereditary Neurological Disorders,27308
T13446,"Antioxidants, Aging, Portulaca oleracea",24062
T13991,Nuclear Receptors and Signaling,21881
