id,name,works_count
T11662,Legal Cases and Commentary,522867
T13656,"Science, Research, and Medicine",227926
T10116,Sperm and Testicular Function,128917
T11156,Reproductive Health and Technologies,128794
T10550,Ovarian cancer diagnosis and treatment,117201
T10390,Ovarian function and disorders,92325
T10935,Endometriosis Research and Treatment,83842
T10960,Hypothalamic control of reproductive hormones,42424
