id,name,works_count
T11752,Cancer Treatment and Pharmacology,153987
T12505,Peptidase Inhibition and Analysis,152458
T10231,Pancreatic and Hepatic Oncology Research,146915
T10163,Metal complexes synthesis and properties,145336
T10158,Cancer Immunotherapy and Biomarkers,141408
T10392,Cutaneous Melanoma Detection and Management,101760
T10552,Colorectal Cancer Screening and Detection,90886
T10570,Drug Transport and Resistance Mechanisms,90217
T10335,Colorectal Cancer Surgical Treatments,88303
T11221,Bone health and treatments,88267
T10178,Cancer survivorship and care,87805
T10336,Cancer Cells and Metastasis,86285
T10583,Cancer-related Molecular Pathways,86058
T10556,Global Cancer Incidence and Screening,82888
T11491,CAR-T cell therapy research,82473
T12379,Cancer Diagnosis and Treatment,80607
T10685,Viral-associated cancers and disorders,67140
T10755,HER2/EGFR in Cancer Research,66608
T11503,Cytokine Signaling Pathways and Interactions,62071
T11067,Colorectal Cancer Treatments and Studies,60343
T11296,COVID-19 and healthcare impacts,57053
T11355,Inflammatory Biomarkers in Disease Prognosis,56944
T12103,Cancer Risks and Factors,53962
T11827,Polyomavirus and related diseases,44214
T11914,PARP inhibition in cancer therapy,41313
T11469,Lymphatic System and Diseases,39498
T12172,Neutropenia and Cancer Infections,36178
T12334,Lung Cancer Research Studies,36024
T11532,Chemokine receptors and signaling,35847
T12278,Vascular Tumors and Angiosarcomas,30107
T12758,Saffron Plant Research Studies,18809
T14326,Ear and Head Tumors,18583
T13434,Cancer Research and Treatment,17185
T14364,Clusterin in disease pathology,8480
