id,name,works_count
T10296,Vector-borne infectious diseases,111748
T10695,Parasites and Host Interactions,109452
T11155,Toxoplasma gondii Research Studies,90747
T11086,Parasitic Infections and Diagnostics,70794
T12178,Bird parasitology and diseases,41298
T12223,Leptospirosis research and findings,38021
T12833,Bartonella species infections research,17231
