id,name,works_count
T10157,Sports Performance and Training,173878
T10071,Bone health and osteoporosis research,102524
T11246,Sports injuries and prevention,92643
T10455,Foot and Ankle Surgery,79515
T11068,Tendon Structure and Treatment,53433
T12209,Bone and Joint Diseases,39376
T12269,Effects of Vibration on Health,21403
