id,name,works_count
T10663,Advanced Battery Technologies Research,134491
T10783,Additive Manufacturing and 3D Printing Technologies,121259
T12095,Vehicle emissions and performance,110382
T11942,Transportation and Mobility Innovations,87256
T10805,Vehicle Dynamics and Control Systems,69235
T11099,Autonomous Vehicle Technology and Safety,55580
T10808,Electric and Hybrid Vehicle Technologies,51866
T11904,Spatial Cognition and Navigation,51626
T13990,Engine and Fuel Emissions,35596
T12759,Vehicle Noise and Vibration Control,28391
T12197,Brake Systems and Friction Analysis,22780
T13858,Technical Engine Diagnostics and Monitoring,15123
