id,name,works_count
T11926,Subterranean biodiversity and taxonomy,513287
T11354,Evolution and Paleontology Studies,266353
T10087,Archaeology and ancient environmental studies,174862
T10109,Paleontology and Stratigraphy of Fossils,169050
T12142,Marine Invertebrate Physiology and Ecology,129223
T10955,Paleontology and Evolutionary Biology,121123
T12637,Scarabaeidae Beetle Taxonomy and Biogeography,68860
