id,name,works_count
T10399,Hydrocarbon exploration and reservoir analysis,186262
T10377,Metal and Thin Film Mechanics,141774
T11201,Metallurgy and Material Forming,138986
T10396,Fatigue and fracture mechanics,115720
T13619,Geotechnical and Geomechanical Engineering,108797
T10219,Mechanical Behavior of Composites,96168
T10662,Ultrasonics and Acoustic Wave Propagation,91416
T13772,Geomechanics and Mining Engineering,89179
T10221,Composite Structure Analysis and Optimization,86914
T11854,Laser-induced spectroscopy and plasma,76852
T10161,Rock Mechanics and Modeling,74746
T10514,Numerical methods in engineering,69937
T12579,Muon and positron interactions and applications,68928
T10806,Energetic Materials and Combustion,66357
T13891,Engineering Diagnostics and Reliability,65749
T12971,Material Properties and Processing,60355
T12118,Forest Biomass Utilization and Management,54929
T12537,Flow Measurement and Analysis,53657
T11799,"Adhesion, Friction, and Surface Interactions",52458
T11202,Cavitation Phenomena in Pumps,48705
T12362,Tribology and Wear Analysis,46810
T11856,Thermography and Photoacoustic Techniques,44269
T12252,Mechanical stress and fatigue analysis,42901
T11558,Composite Material Mechanics,38309
T14479,Freezing and Crystallization Processes,35984
T13261,Elasticity and Wave Propagation,34759
T11565,Thermoelastic and Magnetoelastic Phenomena,22274
T13862,"Soil, Finite Element Methods",18209
T14204,Railway Systems and Materials Science,10145
