id,name,works_count
T10062,MicroRNA in disease regulation,145852
T10631,"Cancer, Hypoxia, and Metabolism",143552
T10515,Cancer-related molecular mechanisms research,125668
T10183,Breast Cancer Treatment Studies,118692
T11287,Cancer Genomics and Diagnostics,98035
T10433,Carcinogens and Genotoxicity Assessment,92730
T11547,Sesquiterpenes and Asteraceae Studies,80454
T10620,Protease and Inhibitor Mechanisms,76484
T12465,"Cancer, Lipids, and Metabolism",73375
T11591,NF-κB Signaling Pathways,34375
T13971,Synthesis and Biological Activity,24645
T13943,Beetle Biology and Toxicology Studies,19604
T13350,Myxozoan Parasites in Aquatic Species,13552
