id,name,works_count
T10978,Prenatal Screening and Diagnostics,1675179
T12552,Fetal and Pediatric Neurological Disorders,364560
T14495,Public Health and Nutrition,230893
T10209,Global Maternal and Child Health,170794
T11629,"Birth, Development, and Health",141564
T12229,Pharmacological Effects and Toxicity Studies,139083
T11732,Assisted Reproductive Technology and Twin Pregnancy,129533
T12547,Pharmaceutical studies and practices,116726
T13091,Human Health and Disease,109527
T11141,Childhood Cancer Survivors' Quality of Life,81742
T14437,Ethics and Legal Issues in Pediatric Healthcare,76609
T11174,Pediatric Urology and Nephrology Studies,76405
T11184,Neonatal and fetal brain pathology,74039
T11060,Infant Development and Preterm Care,73395
T12068,Neonatal Health and Biochemistry,63713
T11389,Maternal and fetal healthcare,58351
T11292,Pediatric Pain Management Techniques,51131
T11633,Prenatal Substance Exposure Effects,41461
T12235,Child Abuse and Related Trauma,32207
T13847,Literature Analysis and Criticism,26812
