id,name,works_count
T13193,Geological Studies and Exploration,152131
T11211,3D Surveying and Cultural Heritage,129900
T13177,Geological and Geophysical Studies,127656
T14427,Environmental Monitoring and Data Management,56473
T12456,Geotourism and Geoheritage Conservation,34601
