id,name,works_count
T10238,Spine and Intervertebral Disc Pathology,153748
T10185,Lymphoma Diagnosis and Treatment,133403
T10137,Multiple Sclerosis Research Studies,111795
T10277,Vitamin D Research Studies,98049
T11330,Systemic Sclerosis and Related Diseases,92147
T11369,Genetic factors in colorectal cancer,77300
T11154,Parasitic infections in humans and animals,67241
T14199,Historical and Scientific Studies,66941
T11730,Autoimmune Bullous Skin Diseases,66872
T11207,Alcohol Consumption and Health Effects,66701
T11538,Ophthalmology and Eye Disorders,64747
T11057,Cardiac Ischemia and Reperfusion,61611
T11134,Breast Lesions and Carcinomas,53740
T10925,Spinal Cord Injury Research,52083
T11318,Phytoestrogen effects and research,47867
T11411,Tea Polyphenols and Effects,47220
T13383,Tumors and Oncological Cases,36398
T12193,Trigeminal Neuralgia and Treatments,27932
T14415,Biomedical Research and Pathophysiology,25474
T13779,Cancer Mechanisms and Therapy,23235
T12429,Chemotherapy-induced organ toxicity mitigation,16623
T13363,Soft tissue tumors and treatment,12515
T13834,Whipple's Disease and Interleukins,9377
