id,name,works_count
T10510,Stroke Rehabilitation and Recovery,121489
T10771,Wound Healing and Treatments,90233
T13946,Musculoskeletal Disorders and Rehabilitation,77023
T11585,Exercise and Physiological Responses,57043
T14034,Musicians’ Health and Performance,45583
T11427,Elbow and Forearm Trauma Treatment,40845
T13677,Magnolia and Illicium research,11443
