id,name,works_count
T10965,Geological formations and processes,151824
T10647,Coastal and Marine Dynamics,93772
T11643,Building materials and conservation,68496
T12383,Aeolian processes and effects,55205
T13785,Aquatic and Environmental Studies,49822
T12083,Karst Systems and Hydrogeology,44936
