id,name,works_count
T14191,Historical Art and Architecture Studies,202110
T11657,Digital and Traditional Archives Management,146106
T14357,"Architecture, Design, and Social History",77144
T13520,Architectural and Urban Studies,65627
T12981,Conservation Techniques and Studies,51636
T12372,Art Therapy and Mental Health,39892
