id,name,works_count
T10833,Vaccine Coverage and Hesitancy,113302
T10380,Intimate Partner and Family Violence,101914
T10235,Health disparities and outcomes,97779
T10509,"Religion, Spirituality, and Psychology",91975
T10348,"Indigenous Health, Education, and Rights",75982
T14226,"Migration, Racism, and Human Rights",51939
T12027,Social Media in Health Education,51784
T12265,Gun Ownership and Violence Research,35310
T14265,Social and Behavioral Studies,33181
T13633,Public Health and Social Inequalities,31273
T13974,"Health, Education, and Aging",17675
T13635,Philosophy and Education Pedagogy,8658
T14168,Occupational Health and Global Justice,3087
T13524,Venezuelan Migration and Society,2808
