id,name,works_count
T13749,"Hungarian Social, Economic and Educational Studies",171150
T12473,Pacific and Southeast Asian Studies,122408
T10757,Geographic Information Systems Studies,116556
T13854,Historical Geography and Cartography,108536
T12798,Religious Tourism and Spaces,94130
T14052,Galician and Iberian cultural studies,77022
T11420,Geographies of human-animal interactions,75329
T12853,Historical Geography and Geographical Thought,61497
T13285,Local Governance and Development,49274
T12343,Geography Education and Pedagogy,40786
T13865,Nationalism and Cultural Identity,26019
T13512,Spatial and Cultural Studies,19908
T13247,Local Governance and Planning,13318
T13977,Geography and Environmental Studies in Latin America,8293
T13755,Global socioeconomic and cultural dynamics,2620
