id,name,works_count
T11930,"Cardiac, Anesthesia and Surgical Outcomes",224939
T10172,Cardiac Valve Diseases and Treatments,176438
T10217,Cardiac electrophysiology and arrhythmias,153383
T10065,Atrial Fibrillation Management and Outcomes,149465
T10144,Blood Pressure and Hypertension Studies,132826
T10821,Cardiovascular Function and Risk Factors,120373
T10745,Heart Rate Variability and Autonomic Control,118990
T11217,Cardiac Arrhythmias and Treatments,104563
T10198,Heart Failure Treatment and Management,101905
T10598,Cardiac pacing and defibrillation studies,91971
T11112,Viral Infections and Immunology Research,87698
T10882,Cardiomyopathy and Myosin Studies,86884
T10292,Acute Myocardial Infarction Research,85087
T11083,Cardiac Health and Mental Health,78215
T10924,Cardiovascular Health and Disease Prevention,69201
T11021,ECG Monitoring and Analysis,64895
T12979,Cardiovascular Disease and Adiposity,62947
T11064,Antiplatelet Therapy and Cardiovascular Diseases,62070
T11922,Cardiovascular Effects of Exercise,50067
T12230,Cardiovascular Issues in Pregnancy,48391
T11638,Cardiac tumors and thrombi,47564
T13522,Cardiovascular Health and Risk Factors,40752
T11001,Renin-Angiotensin System Studies,38809
T12291,Pericarditis and Cardiac Tamponade,38104
T11962,Cardiac Fibrosis and Remodeling,34016
T11535,Chemotherapy-induced cardiotoxicity and mitigation,33917
T13430,Lipid metabolism and disorders,31830
T12082,Takotsubo Cardiomyopathy and Associated Phenomena,20777
T13381,Heart rate and cardiovascular health,10402
