id,name,works_count
T12527,Chemistry and Stereochemistry Studies,335563
T13568,Wood and Agarwood Research,201537
T13124,Chemical synthesis and alkaloids,175233
T11746,Inorganic and Organometallic Chemistry,169268
T10092,Organometallic Complex Synthesis and Catalysis,124338
T11831,Chemical Synthesis and Reactions,118219
T10835,Carbohydrate Chemistry and Synthesis,106882
T10274,Synthesis and biological activity,98438
T14099,Synthesis and Characterization of Heterocyclic Compounds,90873
T11549,Synthetic Organic Chemistry Methods,88417
T12852,Chemical Thermodynamics and Molecular Structure,88408
T10405,Advanced Polymer Synthesis and Characterization,81857
T10013,Asymmetric Synthesis and Catalysis,78829
T10354,Catalytic C–H Functionalization Methods,74073
T10721,Surfactants and Colloidal Systems,72467
T12191,Chemical Reaction Mechanisms,65836
T14459,Synthesis and Reactions of Organic Compounds,65578
T11748,Organophosphorus compounds synthesis,64598
T13160,Synthesis and Biological Evaluation,63642
T12893,Organic Chemistry Cycloaddition Reactions,61906
T11989,Oxidative Organic Chemistry Reactions,61426
T10701,Radical Photochemical Reactions,57237
T10956,Fullerene Chemistry and Applications,53371
T11611,Cyclopropane Reaction Mechanisms,53213
T10909,Edible Oils Quality and Analysis,53143
T13013,Free Radicals and Antioxidants,52885
T10548,Catalytic Cross-Coupling Reactions,51572
T11440,Click Chemistry and Applications,51466
T12228,Coordination Chemistry and Organometallics,47867
T11298,Synthesis and Properties of Aromatic Compounds,46532
T12240,Nanomaterials for catalytic reactions,45347
T14297,Plant-Derived Bioactive Compounds,43179
T12458,Organometallic Compounds Synthesis and Characterization,42817
T10817,Multicomponent Synthesis of Heterocycles,41650
T11441,Organoboron and organosilicon chemistry,38836
T12251,Synthesis and Catalytic Reactions,38832
T10578,Supramolecular Chemistry and Complexes,37288
T12189,Sulfur-Based Synthesis Techniques,36989
T12570,Photopolymerization techniques and applications,34362
T13304,Synthesis and Reactivity of Sulfur-Containing Compounds,31835
T12270,Microwave-Assisted Synthesis and Applications,28403
T10871,Catalytic Alkyne Reactions,27338
T12318,Quinazolinone synthesis and applications,27118
T12410,Structural and Chemical Analysis of Organic and Inorganic Compounds,26726
T13208,Synthesis of heterocyclic compounds,26578
T13230,Synthesis and Reactivity of Heterocycles,23274
T12526,Antimicrobial agents and applications,22277
T11790,N-Heterocyclic Carbenes in Organic and Inorganic Chemistry,19765
T13115,Axial and Atropisomeric Chirality Synthesis,19020
T13833,Ferrocene Chemistry and Applications,18630
T13105,Synthesis and pharmacology of benzodiazepine derivatives,17697
T13489,Synthesis of β-Lactam Compounds,17355
T13859,Organic Chemistry Synthesis Methods,17317
T13265,Synthesis of Tetrazole Derivatives,15473
T13239,Phosphorus compounds and reactions,14807
T13649,Advanced Synthetic Organic Chemistry,13832
T12562,Synthesis and Characterization of Pyrroles,12310
T14318,Polydiacetylene-based materials and applications,10994
T12653,Cyclization and Aryne Chemistry,10576
T12973,Synthesis of Indole Derivatives,10107
T13876,Chemical synthesis and pharmacological studies,8901
