id,name,works_count
T13297,History and advancements in chemistry,357858
T12327,Various Chemistry Research Topics,172709
T11129,Photochemistry and Electron Transfer Studies,84936
T13539,thermodynamics and calorimetric analyses,72545
T12044,Advanced Physical and Chemical Molecular Interactions,63080
T12274,Electrostatics and Colloid Interactions,48028
T10798,Crystallography and molecular interactions,46407
T13253,Chemical Reactions and Mechanisms,43790
