id,name,works_count
T10995,Methane Hydrates and Related Phenomena,330139
T10236,Aquatic Ecosystems and Phytoplankton Dynamics,201891
T13180,Chemistry and Chemical Engineering,165482
T11311,Soil and Water Nutrient Dynamics,73240
T10710,Arsenic contamination and mitigation,55542
T11923,Mine drainage and remediation techniques,54618
T11985,Marine Toxins and Detection Methods,51562
T12822,Turfgrass Adaptation and Management,32654
T11869,Per- and polyfluoroalkyl substances research,32435
T13092,Environmental Chemistry and Analysis,32282
T12896,Sustainable Agricultural Systems Analysis,29813
