id,name,works_count
T10362,Biblical Studies and Interpretation,405873
T11563,Indian and Buddhist Studies,211853
T13178,Theology and Canon Law Studies,168830
T13636,Pentecostalism and Christianity Studies,150499
T14321,"Religion, Theology, and Education",141744
T13347,Christian Theology and Mission,104907
T12470,Caribbean and African Literature and Culture,104025
T13815,Islamic Thought and Society Studies,48853
T14343,Hispanic-African Historical Relations,44052
T13072,Contemporary Christian Leadership and Education,38878
T13356,Early Modern Women Writers,36875
T14426,"Religion, Gender, and Enlightenment",34345
T14132,Medical Research and Islamic Perspectives,15301
T13818,Cultural Studies and Colonialism,3201
T14063,Diverse Philosophical and Cultural Studies,2760
