id,name,works_count
T12409,Reformation and Early Modern Christianity,391570
T12454,European Political History Analysis,311620
T12990,Medical History and Innovations,284486
T12909,French Historical and Cultural Studies,272885
T13332,"Historical Studies on Reproduction, Gender, Health, and Societal Changes",238306
T14109,Scottish History and National Identity,217522
T12076,Renaissance and Early Modern Studies,216113
T13593,Historical and Archaeological Studies,210661
T14451,Historical and Religious Studies of Rome,192659
T12575,Medical History and Research,187305
T14518,American Sports and Literature,185648
T13484,German History and Society,181744
T13845,Classical Studies and Legal History,141584
T14386,"Libraries, Manuscripts, and Books",128298
T13750,"Mormonism, Religion, and History",127908
T12324,History of Medicine Studies,120570
T13590,"Oral History, Memory, Narrative Analysis",114232
T13938,Historical and Contemporary Political Dynamics,107736
T14355,Historical Studies of British Isles,98242
T12886,Historical and Cultural Studies of Poland,97617
T12739,Historical Studies on Spain,94739
T13766,"Media, Journalism, and Communication History",93924
T13006,Spanish History and Politics,82373
T13392,History of Education in Spain,79234
T12585,North African History and Literature,76294
T13519,Historical Architecture and Urbanism,74701
T12868,Photography and Visual Culture,71843
T13089,Medieval and Early Modern Iberia,70835
T13575,Travel Writing and Literature,66719
T12999,Medieval History and Crusades,58415
T12862,Catholicism and Religious Studies,56068
T12777,"Philosophy, History, and Historiography",46415
T14312,Historical Studies in Central America,42903
T13863,Cultural History and Identity Formation,34011
T12382,History of Education Research in Brazil,33620
T13848,Ottoman and Turkish Studies,33171
T13302,Amazonian Archaeology and Ethnohistory,30901
T13333,American Political and Social Dynamics,29652
T14494,American Literature and Culture,28800
T13231,"History, Culture, and Diplomacy",26245
T12778,History of Medicine and Tropical Health,23968
T13495,Biographical and Historical Analysis,23304
T13708,History of Emotions Research,16018
T13577,Sephardic Jews and Inquisition Studies,12557
