id,name,works_count
T12797,History of Computing Technologies,346588
T14246,E-Learning and Knowledge Management,101842
T11122,Online Learning and Analytics,92713
T12171,Open Education and E-Learning,85310
T10533,Teaching and Learning Programming,79350
T11675,Open Source Software Innovations,36460
T13541,IoT-based Control Systems,25589
T11704,Mobile Crowdsensing and Crowdsourcing,22783
T14114,Digital Media and Philosophy,17650
T14100,Scientific Research and Technology,14733
