id,name,works_count
T10648,Virtual Reality Applications and Impacts,78658
T10803,Innovative Human-Technology Interaction,51771
T11398,Hand Gesture Recognition Systems,50986
T10789,Interactive and Immersive Displays,48478
T13155,Digital Communication and Language,48467
T10470,Usability and User Interface Design,48042
T11707,Gaze Tracking and Assistive Technology,44123
T14074,Persona Design and Applications,16667
